food_id,original_name,display_name,dish_name_vi,clean_category,food_group_vi,meal_role,recommended_serving_g,serving_display,kcal_per_100g_clean,protein_per_100g_clean,fat_per_100g_clean,carbs_per_100g_clean,kcal_per_serving_clean,protein_per_serving_clean,fat_per_serving_clean,carbs_per_serving_clean,menu_eligible,quality_flags,image_url,image_alt_vi,image_source_type,image_verified,image_quality_note,search_keywords
170851,"cheese, ricotta, whole milk",Phô mai ricotta,Phô mai ricotta,dairy,Sữa,energy_side,150,1 ly/hộp,150.86,7.54,10.18,7.27,226.3,11.3,15.3,10.9,1,calories_column_not_per_100g;normalized_dairy,/images/placeholders/dairy.svg,Ảnh minh họa món Phô mai ricotta,placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Phô mai ricotta
170852,"cheese, tilsit",Phô mai Tilsit,Phô mai Tilsit,dairy,Sữa,energy_side,150,1 ly/hộp,338.98,24.41,25.98,1.88,508.5,36.6,39.0,2.8,1,calories_column_not_per_100g;normalized_dairy,/images/placeholders/dairy.svg,Ảnh minh họa món Phô mai Tilsit,placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Phô mai Tilsit
170855,"cheese, pasteurized process, swiss",Phô mai,Phô mai,dairy,Sữa,energy_side,150,1 ly/hộp,332.41,24.73,25.01,2.1,498.6,37.1,37.5,3.1,0,raw_ingredient;generic_name;calories_column_not_per_100g;normalized_dairy,/images/placeholders/dairy.svg,Ảnh minh họa món Phô mai,placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Phô mai
170856,"cheese food, cold pack, american",Phô mai,Phô mai,dairy,Sữa,energy_side,150,1 ly/hộp,332.06,19.66,24.46,8.32,498.1,29.5,36.7,12.5,0,raw_ingredient;generic_name;calories_column_not_per_100g;normalized_dairy,/images/placeholders/dairy.svg,Ảnh minh họa món Phô mai,placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Phô mai
170857,"cream, fluid, light (coffee cream or table cream)",Kem,Kem,dairy,Sữa,energy_side,150,1 ly/hộp,198.38,2.96,19.1,3.66,297.6,4.4,28.6,5.5,0,raw_ingredient;generic_name;calories_column_not_per_100g,/images/placeholders/dairy.svg,Ảnh minh họa món Kem,placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Kem
170858,"cream, fluid, light whipping",Kem,Kem,dairy,Sữa,energy_side,150,1 ly/hộp,298.71,2.17,30.91,2.96,448.1,3.3,46.4,4.4,0,raw_ingredient;generic_name;calories_column_not_per_100g,/images/placeholders/dairy.svg,Ảnh minh họa món Kem,placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Kem
170859,"cream, fluid, heavy whipping",Kem,Kem,dairy,Sữa,energy_side,150,1 ly/hộp,347.44,2.84,36.08,2.84,521.2,4.3,54.1,4.3,0,raw_ingredient;generic_name;calories_column_not_per_100g,/images/placeholders/dairy.svg,Ảnh minh họa món Kem,placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Kem
170860,"cream, whipped, cream topping, pressurized",Kem,Kem,dairy,Sữa,energy_side,150,1 ly/hộp,262.74,3.2,22.22,12.49,394.1,4.8,33.3,18.7,0,raw_ingredient;generic_name;calories_column_not_per_100g,/images/placeholders/dairy.svg,Ảnh minh họa món Kem,placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Kem
170861,"milk, filled, fluid, with blend of hydrogenated vegetable oils",Sữa,Sữa,dairy,Sữa,energy_side,250,1 ly/hộp,63.42,3.33,3.46,4.74,158.6,8.3,8.7,11.8,0,raw_ingredient;generic_name;calories_column_not_per_100g;normalized_dairy,/images/placeholders/dairy.svg,Ảnh minh họa món Sữa,placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Sữa
170862,"milk, filled, fluid, with lauric acid oil",Sữa,Sữa,dairy,Sữa,energy_side,250,1 ly/hộp,62.88,3.33,3.4,4.74,157.2,8.3,8.5,11.8,0,raw_ingredient;generic_name;calories_column_not_per_100g;normalized_dairy,/images/placeholders/dairy.svg,Ảnh minh họa món Sữa,placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Sữa
170863,"cheese, american, nonfat or fat free",Phô mai (không béo),Phô mai (không béo),dairy,Sữa,energy_side,150,1 ly/hộp,126.32,21.05,0.0,10.53,189.5,31.6,0.0,15.8,1,calories_column_not_per_100g;normalized_dairy,/images/placeholders/dairy.svg,Ảnh minh họa món Phô mai (không béo),placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Phô mai (không béo)
170864,"yogurt, greek, 2% fat, apricot, chobani",Sữa,Sữa,dairy,Sữa,energy_side,194,1 ly/hộp,92.87,7.22,1.71,12.15,180.2,14.0,3.3,23.6,0,raw_ingredient;generic_name;calories_column_not_per_100g;normalized_dairy,/images/placeholders/dairy.svg,Ảnh minh họa món Sữa,placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Sữa
170866,"dessert topping, powdered, 1.5 ounce prepared with 1/2 cup milk",Bột kem,Bột kem,dessert_sweets,Bánh/ngọt,energy_side_limited,80,1 miếng nhỏ,197.44,3.61,12.72,17.13,158.0,2.9,10.2,13.7,0,raw_ingredient;dessert_or_junk;calories_column_not_per_100g,/images/placeholders/dessert.svg,Ảnh minh họa món Bột kem,placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Bột kem
170867,"dessert topping, pressurized",Kem,Kem,dessert_sweets,Bánh/ngọt,energy_side_limited,67,1 miếng nhỏ,268.9,0.98,22.3,16.07,180.2,0.7,14.9,10.8,0,raw_ingredient;generic_name;dessert_or_junk;calories_column_not_per_100g,/images/placeholders/dessert.svg,Ảnh minh họa món Kem,placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Kem
170868,"dessert topping, semi solid, frozen",Kem,Kem,dessert_sweets,Bánh/ngọt,energy_side_limited,55,1 miếng nhỏ,324.99,1.25,25.31,23.05,178.7,0.7,13.9,12.7,0,raw_ingredient;generic_name;dessert_or_junk;calories_column_not_per_100g,/images/placeholders/dessert.svg,Ảnh minh họa món Kem,placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Kem
170869,"sour cream, imitation, cultured",Kem,Kem,dairy,Sữa,energy_side,150,1 ly/hộp,211.8,2.4,19.52,6.63,317.7,3.6,29.3,9.9,0,raw_ingredient;generic_name;calories_column_not_per_100g,/images/placeholders/dairy.svg,Ảnh minh họa món Kem,placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Kem
170870,"milk, reduced fat, fluid, 2% milkfat, with added nonfat milk solids and vitamin a and vitamin d","Sữa (không béo, giảm béo)","Sữa (không béo, giảm béo)",dairy,Sữa,energy_side,250,1 ly/hộp,51.08,3.48,1.92,4.97,127.7,8.7,4.8,12.4,1,calories_column_not_per_100g;normalized_dairy,/images/placeholders/dairy.svg,"Ảnh minh họa món Sữa (không béo, giảm béo)",placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,"Sữa (không béo, giảm béo)"
170871,"milk, reduced fat, fluid, 2% milkfat, protein fortified, with added vitamin a and vitamin d",Sữa (giảm béo),Sữa (giảm béo),dairy,Sữa,energy_side,250,1 ly/hộp,55.58,3.95,1.98,5.49,139.0,9.9,5.0,13.7,1,calories_column_not_per_100g;normalized_dairy,/images/placeholders/dairy.svg,Ảnh minh họa món Sữa (giảm béo),placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Sữa (giảm béo)
170872,"milk, lowfat, fluid, 1% milkfat, with added vitamin a and vitamin d",Sữa (ít béo),Sữa (ít béo),dairy,Sữa,energy_side,250,1 ly/hộp,42.17,3.37,0.97,4.99,105.4,8.4,2.4,12.5,1,calories_column_not_per_100g;normalized_dairy,/images/placeholders/dairy.svg,Ảnh minh họa món Sữa (ít béo),placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Sữa (ít béo)
170873,"milk, lowfat, fluid, 1% milkfat, with added nonfat milk solids, vitamin a and vitamin d","Sữa (ít béo, không béo)","Sữa (ít béo, không béo)",dairy,Sữa,energy_side,250,1 ly/hộp,42.53,3.48,0.97,4.97,106.3,8.7,2.4,12.4,1,calories_column_not_per_100g;normalized_dairy,/images/placeholders/dairy.svg,"Ảnh minh họa món Sữa (ít béo, không béo)",placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,"Sữa (ít béo, không béo)"
170874,"milk, buttermilk, fluid, cultured, lowfat",Sữa (ít béo),Sữa (ít béo),dairy,Sữa,energy_side,250,1 ly/hộp,42.03,3.31,1.07,4.79,105.1,8.3,2.7,12.0,1,calories_column_not_per_100g;normalized_dairy,/images/placeholders/dairy.svg,Ảnh minh họa món Sữa (ít béo),placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Sữa (ít béo)
170875,"milk, low sodium, fluid",Sữa,Sữa,dairy,Sữa,energy_side,250,1 ly/hộp,61.38,3.1,3.46,4.46,153.4,7.8,8.7,11.2,0,raw_ingredient;generic_name;calories_column_not_per_100g;normalized_dairy,/images/placeholders/dairy.svg,Ảnh minh họa món Sữa,placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Sữa
170879,"milk, chocolate, fluid, commercial, whole, with added vitamin a and vitamin d",Sữa,Sữa,dairy,Sữa,energy_side,80,1 miếng nhỏ,84.55,3.17,3.39,10.34,67.6,2.5,2.7,8.3,0,raw_ingredient;generic_name;dessert_or_junk;calories_column_not_per_100g;normalized_dairy,/images/placeholders/dairy.svg,Ảnh minh họa món Sữa,placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Sữa
170880,"milk, chocolate, fluid, commercial, reduced fat, with added vitamin a and vitamin d",Sữa (giảm béo),Sữa (giảm béo),dairy,Sữa,energy_side,80,1 miếng nhỏ,77.58,2.99,1.9,12.13,62.1,2.4,1.5,9.7,0,dessert_or_junk;calories_column_not_per_100g;normalized_dairy,/images/placeholders/dairy.svg,Ảnh minh họa món Sữa (giảm béo),placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Sữa (giảm béo)
170881,"milk, chocolate, lowfat, with added vitamin a and vitamin d",Sữa (ít béo),Sữa (ít béo),dairy,Sữa,energy_side,80,1 miếng nhỏ,64.43,3.46,1.11,10.15,51.5,2.8,0.9,8.1,0,dessert_or_junk;calories_column_not_per_100g;normalized_dairy,/images/placeholders/dairy.svg,Ảnh minh họa món Sữa (ít béo),placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Sữa (ít béo)
170882,"milk, sheep, fluid",Sữa,Sữa,dairy,Sữa,energy_side,166,1 ly/hộp,108.36,5.98,7.0,5.36,179.9,9.9,11.6,8.9,0,raw_ingredient;generic_name;calories_column_not_per_100g;normalized_dairy,/images/placeholders/dairy.svg,Ảnh minh họa món Sữa,placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Sữa
170883,"milk shakes, thick chocolate",Sữa,Sữa,dairy,Sữa,energy_side,80,1 miếng nhỏ,121.1,3.05,2.7,21.15,96.9,2.4,2.2,16.9,0,raw_ingredient;generic_name;dessert_or_junk;calories_column_not_per_100g;normalized_dairy,/images/placeholders/dairy.svg,Ảnh minh họa món Sữa,placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Sữa
170884,"milk shakes, thick vanilla",Sữa,Sữa,dairy,Sữa,energy_side,158,1 ly/hộp,113.71,3.86,3.03,17.75,179.7,6.1,4.8,28.0,0,raw_ingredient;generic_name;calories_column_not_per_100g;normalized_dairy,/images/placeholders/dairy.svg,Ảnh minh họa món Sữa,placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Sữa
170885,"whey, acid, fluid",Sữa,Sữa,dairy,Sữa,energy_side,250,1 ly/hộp,24.33,0.76,0.09,5.12,60.8,1.9,0.2,12.8,0,raw_ingredient;generic_name;calories_column_not_per_100g;normalized_dairy,/images/placeholders/dairy.svg,Ảnh minh họa món Sữa,placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Sữa
170886,"yogurt, plain, low fat",Sữa chua,Sữa chua,dairy,Sữa,energy_side,250,1 ly/hộp,63.11,5.25,1.55,7.04,157.8,13.1,3.9,17.6,1,calories_column_not_per_100g;normalized_dairy,/images/placeholders/dairy.svg,Ảnh minh họa món Sữa chua,placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Sữa chua
170887,"yogurt, plain, skim milk",Sữa chua,Sữa chua,dairy,Sữa,energy_side,250,1 ly/hộp,55.26,5.73,0.18,7.68,138.2,14.3,0.5,19.2,1,calories_column_not_per_100g;normalized_dairy,/images/placeholders/dairy.svg,Ảnh minh họa món Sữa chua,placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Sữa chua
170888,"yogurt, vanilla, low fat.",Sữa chua,Sữa chua,dairy,Sữa,energy_side,209,1 ly/hộp,86.17,4.93,1.25,13.8,180.1,10.3,2.6,28.8,1,calories_column_not_per_100g;normalized_dairy,/images/placeholders/dairy.svg,Ảnh minh họa món Sữa chua,placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Sữa chua
170889,"yogurt, fruit, low fat,9 g protein/8 oz",Sữa chua,Sữa chua,dairy,Sữa,energy_side,179,1 ly/hộp,100.83,3.98,1.15,18.64,180.5,7.1,2.1,33.4,1,calories_column_not_per_100g;normalized_dairy,/images/placeholders/dairy.svg,Ảnh minh họa món Sữa chua,placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Sữa chua
170890,"milk dessert bar, frozen, made from lowfat milk",Kem (ít béo),Kem (ít béo),dessert_sweets,Bánh/ngọt,energy_side_limited,80,1 miếng nhỏ,158.87,4.41,1.47,32.0,127.1,3.5,1.2,25.6,0,dessert_or_junk;calories_column_not_per_100g,/images/placeholders/dessert.svg,Ảnh minh họa món Kem (ít béo),placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Kem (ít béo)
170891,"yogurt, greek, 2% fat,mixed berry blend, chobani",Sữa chua,Sữa chua,dairy,Sữa,energy_side,193,1 ly/hộp,93.27,8.26,1.83,10.94,180.0,15.9,3.5,21.1,1,calories_column_not_per_100g;normalized_dairy,/images/placeholders/dairy.svg,Ảnh minh họa món Sữa chua,placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Sữa chua
170892,"nutritional supplement for people with diabetes, liquid",Sữa,Sữa,dairy,Sữa,energy_side,150,1 phần vừa,92.84,4.4,3.08,11.88,139.3,6.6,4.6,17.8,0,raw_ingredient;generic_name;calories_column_not_per_100g;normalized_dairy,/images/placeholders/dairy.svg,Ảnh minh họa món Sữa,placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Sữa
170894,"yogurt, greek, plain, nonfat (includes foods for usda's food distribution program)",Sữa chua (không béo),Sữa chua (không béo),dairy,Sữa,energy_side,250,1 ly/hộp,58.67,10.19,0.39,3.6,146.7,25.5,1.0,9.0,1,calories_column_not_per_100g;normalized_dairy,/images/placeholders/dairy.svg,Ảnh minh họa món Sữa chua (không béo),placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Sữa chua (không béo)
170896,"cheese spread, american or cheddar cheese base, reduced fat",Phô mai (giảm béo),Phô mai (giảm béo),dairy,Sữa,energy_side,150,1 ly/hộp,176.4,13.41,8.88,10.71,264.6,20.1,13.3,16.1,1,calories_column_not_per_100g;normalized_dairy,/images/placeholders/dairy.svg,Ảnh minh họa món Phô mai (giảm béo),placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Phô mai (giảm béo)
170897,"cheese, swiss, nonfat or fat free",Phô mai (không béo),Phô mai (không béo),dairy,Sữa,energy_side,150,1 ly/hộp,127.2,28.4,0.0,3.4,190.8,42.6,0.0,5.1,1,calories_column_not_per_100g;normalized_dairy,/images/placeholders/dairy.svg,Ảnh minh họa món Phô mai (không béo),placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Phô mai (không béo)
170900,"cheese, mozzarella, low moisture, part-skim, shredded",Phô mai,Phô mai,dairy,Sữa,energy_side,150,1 ly/hộp,304.24,23.63,19.72,8.06,456.4,35.4,29.6,12.1,0,raw_ingredient;generic_name;calories_column_not_per_100g;normalized_dairy,/images/placeholders/dairy.svg,Ảnh minh họa món Phô mai,placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Phô mai
170901,"yogurt, greek, strawberry, nonfat",Sữa chua (không béo),Sữa chua (không béo),dairy,Sữa,energy_side,220,1 ly/hộp,81.83,8.05,0.15,12.07,180.0,17.7,0.3,26.6,1,calories_column_not_per_100g;normalized_dairy,/images/placeholders/dairy.svg,Ảnh minh họa món Sữa chua (không béo),placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Sữa chua (không béo)
170902,"yogurt, greek, vanilla, nonfat",Sữa chua (không béo),Sữa chua (không béo),dairy,Sữa,energy_side,232,1 ly/hộp,77.66,8.64,0.18,10.37,180.2,20.0,0.4,24.1,1,calories_column_not_per_100g;normalized_dairy,/images/placeholders/dairy.svg,Ảnh minh họa món Sữa chua (không béo),placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Sữa chua (không béo)
170903,"yogurt, greek, plain, lowfat",Sữa chua (ít béo),Sữa chua (ít béo),dairy,Sữa,energy_side,247,1 ly/hộp,72.84,9.95,1.92,3.94,179.9,24.6,4.7,9.7,1,calories_column_not_per_100g;normalized_dairy,/images/placeholders/dairy.svg,Ảnh minh họa món Sữa chua (ít béo),placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Sữa chua (ít béo)
170904,"kefir, lowfat, plain, lifeway",Sữa (ít béo),Sữa (ít béo),dairy,Sữa,energy_side,150,1 phần vừa,43.42,3.79,1.02,4.77,65.1,5.7,1.5,7.2,0,calories_column_not_per_100g;normalized_dairy,/images/placeholders/dairy.svg,Ảnh minh họa món Sữa (ít béo),placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Sữa (ít béo)
170905,"yogurt, greek, fruit, whole milk",Sữa chua,Sữa chua,dairy,Sữa,energy_side,171,1 ly/hộp,105.48,7.33,3.0,12.29,180.4,12.5,5.1,21.0,1,calories_column_not_per_100g;normalized_dairy,/images/placeholders/dairy.svg,Ảnh minh họa món Sữa chua,placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Sữa chua
170906,"yogurt, vanilla, non-fat",Sữa chua,Sữa chua,dairy,Sữa,energy_side,225,1 ly/hộp,79.92,2.94,0.0,17.04,179.8,6.6,0.0,38.3,1,calories_column_not_per_100g;normalized_dairy,/images/placeholders/dairy.svg,Ảnh minh họa món Sữa chua,placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Sữa chua
170907,"yogurt, greek, vanilla, lowfat",Sữa chua (ít béo),Sữa chua (ít béo),dairy,Sữa,energy_side,189,1 ly/hộp,95.22,8.64,2.5,9.54,180.0,16.3,4.7,18.0,1,calories_column_not_per_100g;normalized_dairy,/images/placeholders/dairy.svg,Ảnh minh họa món Sữa chua (ít béo),placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Sữa chua (ít béo)
170908,"yogurt, frozen, flavors other than chocolate, lowfat",Sữa chua (ít béo),Sữa chua (ít béo),dairy,Sữa,energy_side,80,1 miếng nhỏ,138.5,8.0,2.5,21.0,110.8,6.4,2.0,16.8,0,dessert_or_junk;calories_column_not_per_100g;normalized_dairy,/images/placeholders/dairy.svg,Ảnh minh họa món Sữa chua (ít béo),placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Sữa chua (ít béo)
170909,"yogurt, greek, 2% fat, pineapple, chobani",Sữa chua,Sữa chua,dairy,Sữa,energy_side,192,1 ly/hộp,93.66,7.05,1.82,12.27,179.8,13.5,3.5,23.6,1,calories_column_not_per_100g;normalized_dairy,/images/placeholders/dairy.svg,Ảnh minh họa món Sữa chua,placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Sữa chua
170910,"milk, chocolate, lowfat, reduced sugar",Sữa chocolate (ít béo),Sữa chocolate (ít béo),dairy,Sữa,energy_side,80,1 miếng nhỏ,53.8,3.43,1.04,7.68,43.0,2.7,0.8,6.1,0,dessert_or_junk;calories_column_not_per_100g;normalized_dairy,/images/placeholders/dairy.svg,Ảnh minh họa món Sữa chocolate (ít béo),placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Sữa chocolate (ít béo)
170911,"ice cream, lowfat, no sugar added, cone, added peanuts and chocolate sauce",Kem ốc quế (ít béo),Kem ốc quế (ít béo),dessert_sweets,Bánh/ngọt,energy_side_limited,68,1 miếng nhỏ,265.33,5.33,9.33,40.01,180.4,3.6,6.3,27.2,0,dessert_or_junk;calories_column_not_per_100g,/images/placeholders/dessert.svg,Ảnh minh họa món Kem ốc quế (ít béo),placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Kem ốc quế (ít béo)
170912,"yogurt, greek, 2% fat, strawberry banana, chobani",Sữa chua,Sữa chua,dairy,Sữa,energy_side,204,1 ly/hộp,88.35,8.0,1.71,10.24,180.2,16.3,3.5,20.9,1,calories_column_not_per_100g;normalized_dairy,/images/placeholders/dairy.svg,Ảnh minh họa món Sữa chua,placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Sữa chua
170913,"yogurt, greek, nonfat, fruit on bottom, pomegranate, chobani",Sữa chua (không béo),Sữa chua (không béo),dairy,Sữa,energy_side,225,1 ly/hộp,79.94,7.45,0.18,12.13,179.9,16.8,0.4,27.3,1,calories_column_not_per_100g;normalized_dairy,/images/placeholders/dairy.svg,Ảnh minh họa món Sữa chua (không béo),placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Sữa chua (không béo)
170914,"yogurt, greek, blueberry, chobani",Sữa chua,Sữa chua,dairy,Sữa,energy_side,219,1 ly/hộp,82.2,7.23,0.24,12.78,180.0,15.8,0.5,28.0,1,calories_column_not_per_100g;normalized_dairy,/images/placeholders/dairy.svg,Ảnh minh họa món Sữa chua,placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Sữa chua
170915,"yogurt, greek, nonfat, fruit on bottom, strawberry, chobani",Sữa chua (không béo),Sữa chua (không béo),dairy,Sữa,energy_side,229,1 ly/hộp,78.63,7.28,0.23,11.86,180.1,16.7,0.5,27.2,1,calories_column_not_per_100g;normalized_dairy,/images/placeholders/dairy.svg,Ảnh minh họa món Sữa chua (không béo),placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Sữa chua (không béo)
170916,"yogurt, greek, nonfat, fruit on bottom, blackberry, chobani",Sữa chua (không béo),Sữa chua (không béo),dairy,Sữa,energy_side,189,1 ly/hộp,95.21,7.54,0.37,15.43,179.9,14.3,0.7,29.2,1,calories_column_not_per_100g;normalized_dairy,/images/placeholders/dairy.svg,Ảnh minh họa món Sữa chua (không béo),placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Sữa chua (không béo)
170917,"spices, bay leaf",Lá nguyệt quế,Lá nguyệt quế,other,Khác,other,80,1 phần vừa,405.56,7.61,8.36,74.97,324.4,6.1,6.7,60.0,0,calories_column_not_per_100g,/images/placeholders/food-default.svg,Ảnh minh họa món Lá nguyệt quế,placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Lá nguyệt quế
170918,"spices, caraway seed",Hạt caraway,Hạt caraway,healthy_fat_nuts,Chất béo tốt - Hạt,energy_side,35,1-2 muỗng/1 nắm nhỏ,409.99,19.77,14.59,49.9,143.5,6.9,5.1,17.5,1,calories_column_not_per_100g,/images/placeholders/healthy-fat.svg,Ảnh minh họa món Hạt caraway,placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Hạt caraway
170919,"spices, cardamom",Hạt bạch đậu khấu,Hạt bạch đậu khấu,other,Khác,other,80,1 phần vừa,377.22,10.76,6.7,68.47,301.8,8.6,5.4,54.8,0,calories_column_not_per_100g,/images/placeholders/food-default.svg,Ảnh minh họa món Hạt bạch đậu khấu,placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Hạt bạch đậu khấu
170921,"spices, coriander leaf, dried",Lá ngò khô,Lá ngò khô,other,Khác,other,80,1 phần vừa,339.14,21.93,4.78,52.1,271.3,17.5,3.8,41.7,0,calories_column_not_per_100g,/images/placeholders/food-default.svg,Ảnh minh họa món Lá ngò khô,placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Lá ngò khô
170922,"spices, coriander seed",Hạt ngò,Hạt ngò,healthy_fat_nuts,Chất béo tốt - Hạt,energy_side,35,1-2 muỗng/1 nắm nhỏ,429.37,12.37,17.77,54.99,150.3,4.3,6.2,19.2,1,calories_column_not_per_100g,/images/placeholders/healthy-fat.svg,Ảnh minh họa món Hạt ngò,placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Hạt ngò
170924,"spices, curry powder",Bột cà ri,Bột cà ri,other,Khác,other,80,1 phần vừa,406.57,14.29,14.01,55.83,325.3,11.4,11.2,44.7,0,raw_ingredient;calories_column_not_per_100g,/images/placeholders/food-default.svg,Ảnh minh họa món Bột cà ri,placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Bột cà ri
170925,"spices, dill seed",Hạt thì là,Hạt thì là,healthy_fat_nuts,Chất béo tốt - Hạt,energy_side,35,1-2 muỗng/1 nắm nhỏ,415.46,15.98,14.54,55.17,145.4,5.6,5.1,19.3,1,calories_column_not_per_100g,/images/placeholders/healthy-fat.svg,Ảnh minh họa món Hạt thì là,placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Hạt thì là
170926,"spices, ginger, ground",Gừng bột (xay),Gừng bột (xay),other,Khác,other,80,1 phần vừa,360.56,8.98,4.24,71.62,288.4,7.2,3.4,57.3,0,calories_column_not_per_100g,/images/placeholders/food-default.svg,Ảnh minh họa món Gừng bột (xay),placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Gừng bột (xay)
170928,"spices, marjoram, dried",Húng tây,Húng tây,other,Khác,other,80,1 phần vừa,356.24,12.66,7.04,60.56,285.0,10.1,5.6,48.4,0,calories_column_not_per_100g,/images/placeholders/food-default.svg,Ảnh minh họa món Húng tây,placeholder,0,Ảnh minh họa theo nhóm thực phẩm; chưa phải ảnh thật từng món,Húng tây
