food_id,name,calories,protein,fat,carbs,protein_ratio,fat_ratio,carb_ratio,category,display_name,type,original_display_name,dish_name_vi,clean_category,food_group_vi,preparation_method,is_raw_ingredient,is_generic_name,is_brand_or_restaurant,kcal_per_100g_clean,recommended_serving_g,serving_display,kcal_per_serving_clean,protein_per_serving_clean,fat_per_serving_clean,carbs_per_serving_clean,health_weight_gain_score,menu_eligible,quality_flags,image_search_query_vi,image_requirement
171693,"apples, dried, sulfured, stewed, with added sugar",215.0,0.2,0.07,20.73,0.00372093,0.002930233,0.3856744168108166,fruit,Táo,balanced,Táo,Táo,fruit,Trái cây,sấy/khô,true,true,false,84.35,119,1 phần trái cây,100.4,0.2,0.1,24.7,20,false,raw_ingredient;generic_name;calories_column_not_per_100g,,Không dùng ảnh/món này cho thực đơn cho đến khi kiểm duyệt
171694,"apples, frozen, unsweetened, unheated (includes foods for usda's food distribution program)",124.5,0.28,0.32,12.31,0.008995984,0.02313253,0.3955020048554056,fruit,Táo,balanced,Táo,Táo,fruit,Trái cây,,true,true,false,53.24,180,1 phần trái cây,95.8,0.5,0.6,22.2,20,false,raw_ingredient;generic_name;calories_column_not_per_100g,,Không dùng ảnh/món này cho thực đơn cho đến khi kiểm duyệt
171697,"apricots, raw",124.5,1.4,0.39,11.12,0.044979919,0.028192771,0.3572690734355898,other,Mơ (sống),balanced,Mơ (sống),Mơ (sống),fruit,Trái cây,sống,true,false,false,53.59,180,1 phần trái cây,96.5,2.5,0.7,20.0,45,false,raw_ingredient;calories_column_not_per_100g,,Không dùng ảnh/món này cho thực đơn cho đến khi kiểm duyệt
171702,"apricots, dehydrated (low-moisture), sulfured, uncooked",829.5,4.9,0.62,82.89,0.023628692,0.006726944,0.3997106685958883,other,Mơ,high_calorie,Mơ,Mơ,fruit,Trái cây,chín,true,true,false,356.74,100,1 phần trái cây,356.7,4.9,0.6,82.9,30,false,raw_ingredient;generic_name;calories_column_not_per_100g,,Không dùng ảnh/món này cho thực đơn cho đến khi kiểm duyệt
171703,"apricots, frozen, sweetened",254.0,0.7,0.1,25.1,0.011023622,0.003543307,0.395275589,other,Mơ,high_calorie,Mơ,Mơ,fruit,Trái cây,,false,true,false,104.1,100,1 phần trái cây,104.1,0.7,0.1,25.1,55,false,generic_name;calories_column_not_per_100g,,Không dùng ảnh/món này cho thực đơn cho đến khi kiểm duyệt
171705,"avocados, raw, all commercial varieties",415.0,2.0,14.66,8.53,0.019277108,0.3179277100772826,0.082216867,other,Bơ (sống),high_calorie,Bơ (sống),Bơ (sống),fruit,Trái cây,sống,true,false,false,174.06,100,1 phần trái cây,174.1,2.0,14.7,8.5,55,false,raw_ingredient;calories_column_not_per_100g,,Không dùng ảnh/món này cho thực đơn cho đến khi kiểm duyệt
171706,"avocados, raw, california",432.0,1.96,15.41,8.64,0.018148148,0.3210416659235147,0.08,other,Bơ (sống),high_calorie,Bơ (sống),Bơ (sống),fruit,Trái cây,sống,true,false,false,181.09,100,1 phần trái cây,181.1,2.0,15.4,8.6,55,false,raw_ingredient;calories_column_not_per_100g,,Không dùng ảnh/món này cho thực đơn cho đến khi kiểm duyệt
171707,"avocados, raw, florida",310.5,2.23,10.06,7.82,0.028727858,0.2915942019594389,0.1007407404162939,other,Bơ (sống),high_calorie,Bơ (sống),Bơ (sống),fruit,Trái cây,sống,true,false,false,130.74,100,1 phần trái cây,130.7,2.2,10.1,7.8,55,false,raw_ingredient;calories_column_not_per_100g,,Không dùng ảnh/món này cho thực đơn cho đến khi kiểm duyệt
171708,"cherries, tart, dried, sweetened (includes foods for usda's food distribution program)",864.0,1.25,0.73,80.45,0.005787037,0.007604167,0.372453703,other,Đào,high_calorie,Đào,Đào,other,Khác,sấy/khô,false,true,false,333.37,80,1 phần vừa,266.7,1.0,0.6,64.4,55,false,generic_name;calories_column_not_per_100g,,Không dùng ảnh/món này cho thực đơn cho đến khi kiểm duyệt
171710,"blackberries, frozen, unsweetened",166.0,1.18,0.43,15.67,0.028433735,0.023313253,0.3775903591711424,other,Mâm xôi,balanced,Mâm xôi,Mâm xôi,fruit,Trái cây,,false,false,false,71.27,140,1 phần trái cây,99.8,1.7,0.6,21.9,80,true,calories_column_not_per_100g,Mâm xôi,"Ảnh món đã chế biến, khớp tên món và nguyên liệu chính"
171711,"blueberries, raw",148.5,0.74,0.33,14.49,0.01993266,0.02,0.3903030276747271,other,Việt quất (sống),balanced,Việt quất (sống),Việt quất (sống),fruit,Trái cây,sống,true,false,false,63.89,157,1 phần trái cây,100.3,1.2,0.5,22.7,45,false,raw_ingredient;calories_column_not_per_100g,,Không dùng ảnh/món này cho thực đơn cho đến khi kiểm duyệt
171713,"boysenberries, frozen, unsweetened",129.5,1.1,0.26,12.19,0.033976834,0.018069498,0.3765250936175668,other,Quả boysenberry,balanced,Quả boysenberry,Quả boysenberry,fruit,Trái cây,,false,false,false,55.5,180,1 phần trái cây,99.9,2.0,0.5,21.9,80,true,calories_column_not_per_100g,Quả boysenberry,"Ảnh món đã chế biến, khớp tên món và nguyên liệu chính"
171714,"breadfruit, raw",267.0,1.07,0.23,27.12,0.016029962,0.007752809,0.4062921333097673,grain,Bánh mì (sống),high_calorie,Bánh mì (sống),Bánh mì (sống),starch_grain,Tinh bột - Ngũ cốc,sống,true,false,false,114.83,218,1 chén/bát vừa,250.3,2.3,0.5,59.1,45,false,raw_ingredient;calories_column_not_per_100g,,Không dùng ảnh/món này cho thực đơn cho đến khi kiểm duyệt
171715,"carambola, (starfruit), raw",79.5,1.04,0.33,6.73,0.052327043,0.03735849,0.3386163479419327,fruit,Khế (sống),balanced,Khế (sống),Khế (sống),fruit,Trái cây,sống,true,false,false,34.05,180,1 phần trái cây,61.3,1.9,0.6,12.1,45,false,raw_ingredient;calories_column_not_per_100g,,Không dùng ảnh/món này cho thực đơn cho đến khi kiểm duyệt
171718,"cherries, sour, red, frozen, unsweetened (includes foods for usda's food distribution program)",119.0,0.92,0.44,11.02,0.030924369,0.033277311,0.3704201649544524,other,Đào chua,balanced,Đào chua,Đào chua,other,Khác,,false,false,false,51.72,150,1 phần vừa,77.6,1.4,0.7,16.5,70,false,calories_column_not_per_100g,,Không dùng ảnh/món này cho thực đơn cho đến khi kiểm duyệt
171719,"cherries, sweet, raw",163.0,1.06,0.2,16.01,0.02601227,0.011042945,0.3928834331724943,other,Đào ngọt (sống),balanced,Đào ngọt (sống),Đào ngọt (sống),other,Khác,sống,true,false,false,70.08,150,1 phần vừa,105.1,1.6,0.3,24.0,35,false,raw_ingredient;calories_column_not_per_100g,,Không dùng ảnh/món này cho thực đơn cho đến khi kiểm duyệt
171721,"crabapples, raw",197.0,0.4,0.3,19.95,0.008121827,0.013705584,0.4050761400757556,fruit,Cua (sống),balanced,Cua (sống),Cua (sống),protein_seafood,Đạm - Hải sản,sống,true,false,false,84.1,160,1 miếng cá/tôm vừa,134.6,0.6,0.5,31.9,45,false,raw_ingredient;calories_column_not_per_100g,,Không dùng ảnh/món này cho thực đơn cho đến khi kiểm duyệt
171722,"cranberries, raw",118.5,0.46,0.13,11.97,0.015527426,0.009873418,0.4040506295016824,other,Nam việt quất (sống),balanced,Nam việt quất (sống),Nam việt quất (sống),fruit,Trái cây,sống,true,false,false,50.89,180,1 phần trái cây,91.6,0.8,0.2,21.5,45,false,raw_ingredient;calories_column_not_per_100g,,Không dùng ảnh/món này cho thực đơn cho đến khi kiểm duyệt
171723,"cranberries, dried, sweetened (includes foods for usda's food distribution program)",798.0,0.17,1.09,82.8,0.00085213,0.012293233,0.4150375934648652,other,Nam việt quất,high_calorie,Nam việt quất,Nam việt quất,fruit,Trái cây,sấy/khô,false,false,false,341.69,100,1 phần trái cây,341.7,0.2,1.1,82.8,90,true,calories_column_not_per_100g,Nam việt quất,"Ảnh món đã chế biến, khớp tên món và nguyên liệu chính"
171724,"currants, zante, dried",752.5,3.43,0.22,76.98,0.018232558,0.002631229,0.4091960127452544,other,Nho,high_calorie,Nho,Nho,other,Khác,sấy/khô,false,true,false,323.62,80,1 phần vừa,258.9,2.7,0.2,61.6,55,false,generic_name;calories_column_not_per_100g,,Không dùng ảnh/món này cho thực đơn cho đến khi kiểm duyệt
171726,"dates, deglet noor",730.0,2.45,0.39,75.03,0.013424658,0.004808219,0.4111232871080503,other,Chà là,high_calorie,Chà là,Chà là,fruit,Trái cây,,false,false,false,313.43,100,1 phần trái cây,313.4,2.5,0.4,75.0,90,true,calories_column_not_per_100g,Chà là,"Ảnh món đã chế biến, khớp tên món và nguyên liệu chính"
171727,"elderberries, raw",189.0,0.66,0.5,18.4,0.013968254,0.023809524,0.3894179873575767,other,Quả cơm cháy (sống),balanced,Quả cơm cháy (sống),Quả cơm cháy (sống),fruit,Trái cây,sống,true,false,false,80.74,124,1 phần trái cây,100.1,0.8,0.6,22.8,45,false,raw_ingredient;calories_column_not_per_100g,,Không dùng ảnh/món này cho thực đơn cho đến khi kiểm duyệt
171753,"beef, loin, tenderloin roast, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted",488.0,27.26,8.82,0.0,0.2234426224929454,0.1626639340929017,0.0,meat,"Thịt bò (chín, quay/rang, nạc, không xương)",high_calorie,"Thịt bò (chín, quay/rang, nạc, không xương)","Thịt bò (chín, quay/rang, nạc, không xương)",protein_meat,Đạm - Thịt,rang/nướng,false,false,false,188.42,117,1 phần thịt vừa,220.5,31.9,10.3,0.0,95,true,calories_column_not_per_100g,"Thịt bò (chín, quay/rang, nạc, không xương)","Ảnh món đã chế biến, khớp tên món và nguyên liệu chính"
171754,"beef, loin, tenderloin roast, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, roasted",450.0,27.38,7.12,0.0,0.2433777772369382,0.1423999996835555,0.0,meat,"Thịt bò (chín, quay/rang, nạc, không xương)",high_calorie,"Thịt bò (chín, quay/rang, nạc, không xương)","Thịt bò (chín, quay/rang, nạc, không xương)",protein_meat,Đạm - Thịt,rang/nướng,false,false,false,173.6,127,1 phần thịt vừa,220.5,34.8,9.0,0.0,95,true,calories_column_not_per_100g,"Thịt bò (chín, quay/rang, nạc, không xương)","Ảnh món đã chế biến, khớp tên món và nguyên liệu chính"
171755,"beef, round, top round roast, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, roasted",414.5,29.9,4.49,0.0,0.2885404094365731,0.097490953,0.0,meat,"Thịt bò (chín, quay/rang, nạc, không xương)",high_calorie,"Thịt bò (chín, quay/rang, nạc, không xương)","Thịt bò (chín, quay/rang, nạc, không xương)",protein_meat,Đạm - Thịt,rang/nướng,false,false,false,160.01,137,1 phần thịt vừa,219.2,41.0,6.2,0.0,95,true,calories_column_not_per_100g,"Thịt bò (chín, quay/rang, nạc, không xương)","Ảnh món đã chế biến, khớp tên món và nguyên liệu chính"
171756,"beef, round, top round roast, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, roasted",423.5,30.08,4.79,0.0,0.2841086179832146,0.1017945688269313,0.0,meat,"Thịt bò (chín, quay/rang, nạc, không xương)",high_calorie,"Thịt bò (chín, quay/rang, nạc, không xương)","Thịt bò (chín, quay/rang, nạc, không xương)",protein_meat,Đạm - Thịt,rang/nướng,false,false,false,163.43,135,1 phần thịt vừa,220.6,40.6,6.5,0.0,95,true,calories_column_not_per_100g,"Thịt bò (chín, quay/rang, nạc, không xương)","Ảnh món đã chế biến, khớp tên món và nguyên liệu chính"
171770,"beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, roasted",410.0,30.24,4.11,0.06,0.2950243895243307,0.090219512,0.000585366,meat,"Thịt bò (chín, quay/rang, nạc, không xương)",high_calorie,"Thịt bò (chín, quay/rang, nạc, không xương)","Thịt bò (chín, quay/rang, nạc, không xương)",protein_meat,Đạm - Thịt,rang/nướng,false,false,false,158.19,139,1 phần thịt vừa,219.9,42.0,5.7,0.1,95,true,calories_column_not_per_100g,"Thịt bò (chín, quay/rang, nạc, không xương)","Ảnh món đã chế biến, khớp tên món và nguyên liệu chính"
171771,"beef, round, top round roast, boneless, separable lean only, trimmed to 0"" fat, select, cooked, roasted",388.0,29.81,3.37,0.0,0.3073195868368051,0.078170103,0.0,meat,"Thịt bò (chín, quay/rang, nạc, không xương)",high_calorie,"Thịt bò (chín, quay/rang, nạc, không xương)","Thịt bò (chín, quay/rang, nạc, không xương)",protein_meat,Đạm - Thịt,rang/nướng,false,false,false,149.57,147,1 phần thịt vừa,219.9,43.8,5.0,0.0,95,true,calories_column_not_per_100g,"Thịt bò (chín, quay/rang, nạc, không xương)","Ảnh món đã chế biến, khớp tên món và nguyên liệu chính"
171772,"beef, round, eye of round steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",400.5,29.85,3.9,0.0,0.2981273400795822,0.087640449,0.0,meat,"Thịt bò (chín, nướng, nạc, không xương)",high_calorie,"Thịt bò (chín, nướng, nạc, không xương)","Thịt bò (chín, nướng, nạc, không xương)",protein_meat,Đạm - Thịt,nướng,false,false,false,154.5,142,1 phần thịt vừa,219.4,42.4,5.5,0.0,95,true,calories_column_not_per_100g,"Thịt bò (chín, nướng, nạc, không xương)","Ảnh món đã chế biến, khớp tên món và nguyên liệu chính"
171773,"beef, round, eye of round steak, boneless, separable lean only, trimmed to 0"" fat, choice, cooked, grilled",409.5,29.94,4.26,0.0,0.2924542117400385,0.093626373,0.0,meat,"Thịt bò (chín, nướng, nạc, không xương)",high_calorie,"Thịt bò (chín, nướng, nạc, không xương)","Thịt bò (chín, nướng, nạc, không xương)",protein_meat,Đạm - Thịt,nướng,false,false,false,158.1,139,1 phần thịt vừa,219.8,41.6,5.9,0.0,95,true,calories_column_not_per_100g,"Thịt bò (chín, nướng, nạc, không xương)","Ảnh món đã chế biến, khớp tên món và nguyên liệu chính"
171778,"beef, composite of trimmed retail cuts, separable lean only, trimmed to 1/8"" fat, select, cooked",433.5,27.51,6.37,0.0,0.2538408298642657,0.1322491346430239,0.0,meat,"Thịt bò (chín, nạc)",high_calorie,"Thịt bò (chín, nạc)","Thịt bò (chín, nạc)",protein_meat,Đạm - Thịt,chín,false,false,false,167.37,131,1 phần thịt vừa,219.3,36.0,8.3,0.0,95,true,calories_column_not_per_100g,"Thịt bò (chín, nạc)","Ảnh món đã chế biến, khớp tên món và nguyên liệu chính"
171780,"beef, chuck, clod roast, separable lean only, trimmed to 1/4"" fat, all grades, cooked, roasted",449.5,26.36,6.75,0.0,0.2345717458630217,0.135150167,0.0,meat,"Thịt bò (chín, quay/rang, nạc)",high_calorie,"Thịt bò (chín, quay/rang, nạc)","Thịt bò (chín, quay/rang, nạc)",protein_meat,Đạm - Thịt,rang/nướng,false,false,false,166.19,132,1 phần thịt vừa,219.4,34.8,8.9,0.0,95,true,calories_column_not_per_100g,"Thịt bò (chín, quay/rang, nạc)","Ảnh món đã chế biến, khớp tên món và nguyên liệu chính"
171781,"beef, shoulder steak, boneless, separable lean only, trimmed to 0"" fat, all grades, cooked, grilled",453.0,28.6,5.82,0.0,0.2525386307890979,0.1156291388175957,0.0,meat,"Thịt bò (chín, nướng, nạc, không xương)",high_calorie,"Thịt bò (chín, nướng, nạc, không xương)","Thịt bò (chín, nướng, nạc, không xương)",protein_meat,Đạm - Thịt,nướng,false,false,false,166.78,132,1 phần thịt vừa,220.1,37.8,7.7,0.0,95,true,calories_column_not_per_100g,"Thịt bò (chín, nướng, nạc, không xương)","Ảnh món đã chế biến, khớp tên món và nguyên liệu chính"
171782,"beef, chuck, clod steak, separable lean only, trimmed to 1/4"" fat, all grades, cooked, braised",489.5,29.34,7.04,0.0,0.2397548513998879,0.1294382019827616,0.0,meat,"Thịt bò (chín, nạc)",high_calorie,"Thịt bò (chín, nạc)","Thịt bò (chín, nạc)",protein_meat,Đạm - Thịt,chín,false,false,false,180.72,122,1 phần thịt vừa,220.5,35.8,8.6,0.0,95,true,calories_column_not_per_100g,"Thịt bò (chín, nạc)","Ảnh món đã chế biến, khớp tên món và nguyên liệu chính"
171783,"beef, chuck, mock tender steak, separable lean and fat, trimmed to 0"" fat, usda choice, cooked, broiled",418.0,25.73,5.72,0.0,0.2462200951047366,0.1231578944422059,0.0,meat,"Thịt bò (chín, nạc)",high_calorie,"Thịt bò (chín, nạc)","Thịt bò (chín, nạc)",protein_meat,Đạm - Thịt,chín,false,false,false,154.4,142,1 phần thịt vừa,219.2,36.5,8.1,0.0,95,true,calories_column_not_per_100g,"Thịt bò (chín, nạc)","Ảnh món đã chế biến, khớp tên món và nguyên liệu chính"
171784,"beef, chuck, clod roast, separable lean and fat, trimmed to 0"" fat, select, cooked, roasted",507.0,27.3,8.76,0.0,0.2153846149597936,0.1555029582731697,0.0,meat,"Thịt bò (chín, quay/rang, nạc)",high_calorie,"Thịt bò (chín, quay/rang, nạc)","Thịt bò (chín, quay/rang, nạc)",protein_meat,Đạm - Thịt,rang/nướng,false,false,false,188.04,117,1 phần thịt vừa,220.0,31.9,10.2,0.0,95,true,calories_column_not_per_100g,"Thịt bò (chín, quay/rang, nạc)","Ảnh món đã chế biến, khớp tên món và nguyên liệu chính"
171785,"beef, shoulder steak, boneless, separable lean and fat, trimmed to 0"" fat, choice, cooked, grilled",482.0,28.22,7.25,0.0,0.2341908708834214,0.1353734437025447,0.0,meat,"Thịt bò (chín, nướng, nạc, không xương)",high_calorie,"Thịt bò (chín, nướng, nạc, không xương)","Thịt bò (chín, nướng, nạc, không xương)",protein_meat,Đạm - Thịt,nướng,false,false,false,178.13,124,1 phần thịt vừa,220.9,35.0,9.0,0.0,95,true,calories_column_not_per_100g,"Thịt bò (chín, nướng, nạc, không xương)","Ảnh món đã chế biến, khớp tên món và nguyên liệu chính"
171786,"beef, shoulder steak, boneless, separable lean and fat, trimmed to 0"" fat, select, cooked, grilled",458.0,28.41,6.14,0.0,0.2481222702006064,0.1206550215706222,0.0,meat,"Thịt bò (chín, nướng, nạc, không xương)",high_calorie,"Thịt bò (chín, nướng, nạc, không xương)","Thịt bò (chín, nướng, nạc, không xương)",protein_meat,Đạm - Thịt,nướng,false,false,false,168.9,130,1 phần thịt vừa,219.6,36.9,8.0,0.0,95,true,calories_column_not_per_100g,"Thịt bò (chín, nướng, nạc, không xương)","Ảnh món đã chế biến, khớp tên món và nguyên liệu chính"
171787,"beef, plate, inside skirt steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",571.0,26.13,12.05,0.0,0.1830472851435249,0.1899299471279685,0.0,meat,"Thịt bò (chín, nạc)",high_calorie,"Thịt bò (chín, nạc)","Thịt bò (chín, nạc)",protein_meat,Đạm - Thịt,chín,false,false,false,212.97,103,1 phần thịt vừa,219.4,26.9,12.4,0.0,95,true,calories_column_not_per_100g,"Thịt bò (chín, nạc)","Ảnh món đã chế biến, khớp tên món và nguyên liệu chính"
171788,"beef, plate, outside skirt steak, separable lean and fat, trimmed to 0"" fat, all grades, cooked, broiled",661.0,23.51,17.13,0.0,0.1422692887408936,0.2332375185578857,0.0,meat,"Thịt bò (chín, nạc)",high_calorie,"Thịt bò (chín, nạc)","Thịt bò (chín, nạc)",protein_meat,Đạm - Thịt,chín,false,false,false,248.21,90,1 phần thịt vừa,223.4,21.2,15.4,0.0,95,true,calories_column_not_per_100g,"Thịt bò (chín, nạc)","Ảnh món đã chế biến, khớp tên món và nguyên liệu chính"
171789,"beef, shoulder steak, boneless, separable lean and fat, trimmed to 0"" fat, all grades, cooked, grilled",472.0,28.29,6.8,0.0,0.2397457622039284,0.129661017,0.0,meat,"Thịt bò (chín, nướng, nạc, không xương)",high_calorie,"Thịt bò (chín, nướng, nạc, không xương)","Thịt bò (chín, nướng, nạc, không xương)",protein_meat,Đạm - Thịt,nướng,false,false,false,174.36,126,1 phần thịt vừa,219.7,35.6,8.6,0.0,95,true,calories_column_not_per_100g,"Thịt bò (chín, nướng, nạc, không xương)","Ảnh món đã chế biến, khớp tên món và nguyên liệu chính"
171791,"beef, ground, 95% lean meat / 5% fat, patty, cooked, broiled",450.0,26.29,6.8,0.0,0.2336888883695802,0.1359999996977777,0.0,meat,"Thịt bò (chín, nạc, xay)",high_calorie,"Thịt bò (chín, nạc, xay)","Thịt bò (chín, nạc, xay)",protein_meat,Đạm - Thịt,chín,false,false,false,166.36,132,1 phần thịt vừa,219.6,34.7,9.0,0.0,95,true,calories_column_not_per_100g,"Thịt bò (chín, nạc, xay)","Ảnh món đã chế biến, khớp tên món và nguyên liệu chính"
171792,"beef, ground, 95% lean meat / 5% fat, patty, cooked, pan-broiled",424.5,25.8,5.94,0.0,0.2431095400633462,0.1259363954630473,0.0,meat,"Thịt bò (chín, nạc, xay)",high_calorie,"Thịt bò (chín, nạc, xay)","Thịt bò (chín, nạc, xay)",protein_meat,Đạm - Thịt,chín,false,false,false,156.66,140,1 phần thịt vừa,219.3,36.1,8.3,0.0,95,true,calories_column_not_per_100g,"Thịt bò (chín, nạc, xay)","Ảnh món đã chế biến, khớp tên món và nguyên liệu chính"
171793,"beef, ground, 90% lean meat / 10% fat, patty, cooked, pan-broiled",529.0,25.21,10.68,0.0,0.1906238181651723,0.181701323,0.0,meat,"Thịt bò (chín, nạc, xay)",high_calorie,"Thịt bò (chín, nạc, xay)","Thịt bò (chín, nạc, xay)",protein_meat,Đạm - Thịt,chín,false,false,false,196.96,112,1 phần thịt vừa,220.6,28.2,12.0,0.0,95,true,calories_column_not_per_100g,"Thịt bò (chín, nạc, xay)","Ảnh món đã chế biến, khớp tên món và nguyên liệu chính"
171794,"beef, ground, 90% lean meat / 10% fat, crumbles, cooked, pan-browned",596.5,28.45,12.04,0.0,0.190779547,0.1816596811707297,0.0,meat,"Thịt bò (chín, nạc, xay)",high_calorie,"Thịt bò (chín, nạc, xay)","Thịt bò (chín, nạc, xay)",protein_meat,Đạm - Thịt,chín,false,false,false,222.16,99,1 phần thịt vừa,219.9,28.2,11.9,0.0,95,true,calories_column_not_per_100g,"Thịt bò (chín, nạc, xay)","Ảnh món đã chế biến, khớp tên món và nguyên liệu chính"
171795,"beef, ground, 90% lean meat / 10% fat, loaf, cooked, baked",554.0,26.62,11.1,0.0,0.1922021657180466,0.1803249094217962,0.0,meat,"Thịt bò (chín, nạc, xay)",high_calorie,"Thịt bò (chín, nạc, xay)","Thịt bò (chín, nạc, xay)",protein_meat,Đạm - Thịt,nướng,false,false,false,206.38,107,1 phần thịt vừa,220.8,28.5,11.9,0.0,95,true,calories_column_not_per_100g,"Thịt bò (chín, nạc, xay)","Ảnh món đã chế biến, khớp tên món và nguyên liệu chính"
171797,"beef, ground, 80% lean meat / 20% fat, patty, cooked, broiled",700.5,25.75,17.78,0.0,0.1470378299114378,0.2284368305090124,0.0,meat,"Thịt bò (chín, nạc, xay)",high_calorie,"Thịt bò (chín, nạc, xay)","Thịt bò (chín, nạc, xay)",protein_meat,Đạm - Thịt,chín,false,false,false,263.02,90,1 phần thịt vừa,236.7,23.2,16.0,0.0,95,true,calories_column_not_per_100g,"Thịt bò (chín, nạc, xay)","Ảnh món đã chế biến, khớp tên món và nguyên liệu chính"
171798,"beef, ground, 80% lean meat / 20% fat, patty, cooked, pan-broiled",638.5,24.04,15.94,0.0,0.1506029754884839,0.2246828500788052,0.0,meat,"Thịt bò (chín, nạc, xay)",high_calorie,"Thịt bò (chín, nạc, xay)","Thịt bò (chín, nạc, xay)",protein_meat,Đạm - Thịt,chín,false,false,false,239.62,92,1 phần thịt vừa,220.5,22.1,14.7,0.0,95,true,calories_column_not_per_100g,"Thịt bò (chín, nạc, xay)","Ảnh món đã chế biến, khớp tên món và nguyên liệu chính"
171799,"beef, ground, 80% lean meat / 20% fat, crumbles, cooked, pan-browned",705.0,27.0,17.36,0.0,0.1531914891444092,0.2216170209622453,0.0,meat,"Thịt bò (chín, nạc, xay)",high_calorie,"Thịt bò (chín, nạc, xay)","Thịt bò (chín, nạc, xay)",protein_meat,Đạm - Thịt,chín,false,false,false,264.24,90,1 phần thịt vừa,237.8,24.3,15.6,0.0,95,true,calories_column_not_per_100g,"Thịt bò (chín, nạc, xay)","Ảnh món đã chế biến, khớp tên món và nguyên liệu chính"
171800,"beef, ground, 80% lean meat / 20% fat, loaf, cooked, baked",657.5,25.25,16.17,0.0,0.1536121670667495,0.2213384027051887,0.0,meat,"Thịt bò (chín, nạc, xay)",high_calorie,"Thịt bò (chín, nạc, xay)","Thịt bò (chín, nạc, xay)",protein_meat,Đạm - Thịt,nướng,false,false,false,246.53,90,1 phần thịt vừa,221.9,22.7,14.6,0.0,95,true,calories_column_not_per_100g,"Thịt bò (chín, nạc, xay)","Ảnh món đã chế biến, khớp tên món và nguyên liệu chính"
171801,"beef, ground, 75% lean meat / 25% fat, loaf, cooked, baked",658.0,24.56,16.5,0.0,0.1493009116272022,0.2256838902345229,0.0,meat,"Thịt bò (chín, nạc, xay)",high_calorie,"Thịt bò (chín, nạc, xay)","Thịt bò (chín, nạc, xay)",protein_meat,Đạm - Thịt,nướng,false,false,false,246.74,90,1 phần thịt vừa,222.1,22.1,14.8,0.0,95,true,calories_column_not_per_100g,"Thịt bò (chín, nạc, xay)","Ảnh món đã chế biến, khớp tên món và nguyên liệu chính"
171805,"beef, short loin, top loin, steak, separable lean only, trimmed to 1/8"" fat, select, cooked, grilled",459.5,29.44,5.73,0.0,0.2562785630984144,0.1122306852835023,0.0,meat,"Thịt bò (chín, nướng, nạc)",high_calorie,"Thịt bò (chín, nướng, nạc)","Thịt bò (chín, nướng, nạc)",protein_meat,Đạm - Thịt,nướng,false,false,false,169.33,130,1 phần thịt vừa,220.1,38.3,7.4,0.0,95,true,calories_column_not_per_100g,"Thịt bò (chín, nướng, nạc)","Ảnh món đã chế biến, khớp tên món và nguyên liệu chính"
171806,"beef, round, bottom round , roast, separable lean only, trimmed to 1/8"" fat, select, cooked, roasted",424.0,28.45,4.67,0.0,0.2683962257820844,0.099127358,0.0,meat,"Thịt bò (chín, quay/rang, nạc)",high_calorie,"Thịt bò (chín, quay/rang, nạc)","Thịt bò (chín, quay/rang, nạc)",protein_meat,Đạm - Thịt,rang/nướng,false,false,false,155.83,141,1 phần thịt vừa,219.7,40.1,6.6,0.0,95,true,calories_column_not_per_100g,"Thịt bò (chín, quay/rang, nạc)","Ảnh món đã chế biến, khớp tên món và nguyên liệu chính"
171807,"beef, round, eye of round, roast, separable lean only, trimmed to 1/8"" fat, select, cooked, roasted",423.5,29.59,4.11,0.0,0.2794805188205891,0.087343565,0.0,meat,"Thịt bò (chín, quay/rang, nạc)",high_calorie,"Thịt bò (chín, quay/rang, nạc)","Thịt bò (chín, quay/rang, nạc)",protein_meat,Đạm - Thịt,rang/nướng,false,false,false,155.35,142,1 phần thịt vừa,220.6,42.0,5.8,0.0,95,true,calories_column_not_per_100g,"Thịt bò (chín, quay/rang, nạc)","Ảnh món đã chế biến, khớp tên món và nguyên liệu chính"
171808,"beef, round, top round, steak, separable lean only, trimmed to 1/8"" fat, select, cooked, broiled",458.5,31.61,4.65,0.0,0.2757688107398717,0.091275899,0.0,meat,"Thịt bò (chín, nạc)",high_calorie,"Thịt bò (chín, nạc)","Thịt bò (chín, nạc)",protein_meat,Đạm - Thịt,chín,false,false,false,168.29,131,1 phần thịt vừa,220.5,41.4,6.1,0.0,95,true,calories_column_not_per_100g,"Thịt bò (chín, nạc)","Ảnh món đã chế biến, khớp tên món và nguyên liệu chính"
